,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
1831,-122.05,37.33,21.0,2052.0,346.0,933.0,351.0,5.3167,-1.1773918632371194,<1H OCEAN
1832,-118.32,34.1,30.0,2193.0,965.0,2197.0,836.0,1.8277,0.6484446019646839,<1H OCEAN
1833,-117.02,32.71,20.0,4050.0,745.0,2870.0,761.0,3.7366,1.1632896212639758,NEAR OCEAN
1834,-122.01,37.18,37.0,3852.0,652.0,1534.0,567.0,5.8596,-1.1854847113961018,<1H OCEAN
1835,-122.09,37.4,26.0,3218.0,1021.0,2087.0,964.0,3.2875,-1.3285582739104804,NEAR BAY
1836,-118.27,33.99,38.0,1407.0,447.0,1783.0,402.0,1.8086,0.6531404521310088,<1H OCEAN
1837,-118.19,33.95,41.0,1368.0,309.0,1244.0,312.0,3.0833,0.6863111384122739,<1H OCEAN
1838,-117.23,32.99,17.0,2718.0,326.0,1011.0,319.0,15.0001,0.9403866059220917,NEAR OCEAN
1839,-114.6,33.62,16.0,3741.0,801.0,2434.0,824.0,2.6797,1.3435303382862764,INLAND
1840,-118.16,34.17,52.0,1193.0,228.0,703.0,221.0,3.1741,0.6727231464416361,<1H OCEAN
1841,-122.47,37.78,52.0,2275.0,412.0,1166.0,424.0,4.0652,-1.416930177572467,NEAR BAY
1842,-118.32,34.1,28.0,1759.0,716.0,1463.0,620.0,1.7306,0.6441983544738602,<1H OCEAN
1843,-117.67,33.51,18.0,1645.0,393.0,1490.0,355.0,3.4792,0.9408362085975928,<1H OCEAN
1844,-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,-1.431767065863938,NEAR BAY
1845,-117.22,32.81,21.0,1703.0,335.0,902.0,369.0,3.7813,1.1379120480246931,NEAR OCEAN
1846,-122.28,37.87,52.0,589.0,132.0,288.0,131.0,3.5156,-1.3612793575162465,NEAR BAY
1847,-118.34,34.04,42.0,1681.0,360.0,987.0,337.0,2.6,0.6382536079867052,<1H OCEAN
1848,-118.4,34.03,13.0,6152.0,1978.0,3397.0,1845.0,3.4058,0.6286620842427239,<1H OCEAN
1849,-117.85,33.76,33.0,1866.0,327.0,1053.0,371.0,4.5461,0.7972630875548825,<1H OCEAN
1850,-117.26,32.81,25.0,2076.0,586.0,1060.0,554.0,2.8421,1.1822728453406037,NEAR OCEAN
1851,-118.43,34.05,52.0,1693.0,290.0,727.0,305.0,6.7115,0.628362349125725,<1H OCEAN
1852,-122.74,38.45,25.0,2696.0,496.0,1296.0,514.0,4.0798,-1.5809352424239689,<1H OCEAN
1853,-119.18,34.21,46.0,2062.0,484.0,1522.0,469.0,3.087,0.3774341003443989,NEAR OCEAN
1854,-122.49,37.69,35.0,2576.0,443.0,1273.0,433.0,4.7391,-1.3998452759035012,NEAR OCEAN
1855,-117.51,33.88,24.0,3044.0,602.0,2541.0,564.0,4.131,1.0124729015604488,INLAND
1856,-117.4,34.0,24.0,2316.0,599.0,1829.0,532.0,1.6955,1.069422573790333,INLAND
1857,-122.19,37.76,49.0,1368.0,282.0,790.0,269.0,1.7056,-1.3301069053483119,NEAR BAY
1858,-116.97,32.56,23.0,1262.0,294.0,5176.0,275.0,2.5625,1.194711852696079,NEAR OCEAN
1859,-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,-1.290841605021389,NEAR BAY
1860,-121.78,37.69,35.0,2853.0,588.0,1761.0,572.0,4.3533,-0.9428491341850944,INLAND
1861,-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,1.9556,0.6549388628330055,<1H OCEAN
1862,-122.69,38.37,8.0,6322.0,1001.0,2969.0,1043.0,4.8233,-1.4444058966307454,<1H OCEAN
1863,-118.25,33.99,41.0,2215.0,544.0,2054.0,480.0,1.5272,0.6674777818941462,<1H OCEAN
1864,-117.06,32.63,29.0,4168.0,742.0,2096.0,713.0,4.2204,1.2306301108831734,NEAR OCEAN
1865,-118.22,33.9,22.0,312.0,107.0,583.0,119.0,1.9423,0.7016475852320767,<1H OCEAN
1866,-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,0.622817249461236,<1H OCEAN
1867,-117.14,33.18,11.0,5546.0,974.0,2300.0,970.0,3.7109,1.070721425963997,<1H OCEAN
1868,-118.14,33.97,31.0,1161.0,267.0,1175.0,282.0,3.0114,0.7228288668333671,<1H OCEAN
1869,-117.19,34.27,16.0,7961.0,1147.0,879.0,280.0,5.2146,1.222936909546855,INLAND
1870,-122.72,38.43,31.0,2020.0,476.0,1408.0,437.0,2.5735,-1.604664272519753,<1H OCEAN
1871,-122.09,37.64,36.0,1885.0,307.0,853.0,271.0,4.1141,-1.2733570565297585,NEAR BAY
1872,-117.27,34.13,36.0,3337.0,687.0,2388.0,589.0,2.9628,1.0252116440329224,INLAND
1873,-116.98,32.75,25.0,4137.0,662.0,1905.0,630.0,4.375,1.1341154032093677,<1H OCEAN
1874,-122.12,37.82,26.0,2269.0,317.0,918.0,313.0,6.6657,-1.3192664852834965,NEAR BAY
1875,-121.96,37.95,25.0,4026.0,791.0,1850.0,709.0,4.1483,-0.9500427769930796,INLAND
1876,-117.31,33.16,17.0,1704.0,263.0,781.0,281.0,5.6605,1.1773272159101138,NEAR OCEAN
1877,-124.15,40.8,47.0,1486.0,335.0,765.0,329.0,1.755,-2.293455571384365,NEAR OCEAN
1878,-117.76,35.63,12.0,2014.0,372.0,1027.0,356.0,3.9261,0.8361786969119714,INLAND
1879,-121.49,38.63,6.0,12197.0,2617.0,5634.0,2329.0,3.7449,-0.8944918686425245,INLAND
1880,-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,-0.006926231354488426,INLAND
1881,-120.62,38.71,10.0,6305.0,1150.0,2597.0,921.0,4.0197,-0.711053977038896,INLAND
1882,-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,1.1397604145795228,NEAR OCEAN
1883,-118.06,33.99,47.0,1588.0,309.0,827.0,292.0,3.7833,0.6708747798868057,<1H OCEAN
1884,-122.11,37.7,19.0,2693.0,789.0,1765.0,724.0,2.4206,-1.2982850270935415,NEAR BAY
1885,-119.33,35.6,32.0,2703.0,683.0,2682.0,675.0,1.4619,0.23421067027152298,INLAND
1886,-118.41,33.92,22.0,2340.0,584.0,1141.0,554.0,4.5729,0.6541895250405063,<1H OCEAN
1887,-121.99,37.53,25.0,5405.0,939.0,2831.0,923.0,5.0423,-1.186383916747101,<1H OCEAN
1888,-119.82,34.45,24.0,3592.0,533.0,1683.0,528.0,6.7247,-0.10219204270746357,NEAR OCEAN
1889,-117.08,32.75,20.0,1989.0,508.0,1452.0,462.0,2.0077,1.2279824506830124,NEAR OCEAN
1890,-117.21,32.8,34.0,1398.0,222.0,532.0,244.0,3.7102,1.2082498888138844,NEAR OCEAN
1891,-117.0,32.76,31.0,2545.0,373.0,956.0,342.0,4.3977,1.216692427942701,<1H OCEAN
1892,-120.35,36.16,18.0,1519.0,296.0,846.0,272.0,2.7792,-0.20784867144974817,INLAND
1893,-117.08,33.12,37.0,1060.0,268.0,823.0,229.0,1.8363,0.6885091959369382,<1H OCEAN
1894,-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,0.6154237832419178,<1H OCEAN
1895,-121.3,37.98,47.0,2373.0,461.0,990.0,444.0,4.175,-0.9104777415491597,INLAND
1896,-119.85,34.4,14.0,2307.0,650.0,5723.0,615.0,2.1652,-0.21144549285374034,NEAR OCEAN
1897,-117.64,33.45,26.0,1528.0,,607.0,218.0,6.2871,1.0653261938580088,NEAR OCEAN
1898,-117.73,34.07,33.0,1921.0,489.0,1430.0,467.0,2.3406,0.9603689470553859,INLAND
1899,-118.31,33.87,27.0,3348.0,695.0,1545.0,625.0,4.7543,0.690207694933267,<1H OCEAN
1900,-118.1,34.06,36.0,1463.0,369.0,1492.0,366.0,3.25,0.7058938327229021,<1H OCEAN
1901,-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,-1.1497662766203434,<1H OCEAN
1902,-122.08,37.4,52.0,766.0,203.0,448.0,196.0,2.5208,-1.3202656023401624,NEAR BAY
1903,-121.92,37.72,4.0,7477.0,1576.0,2937.0,1506.0,5.1437,-1.2123609602203813,<1H OCEAN
1904,-117.8,33.69,13.0,1161.0,289.0,630.0,296.0,3.3438,0.8537132012564355,<1H OCEAN
1905,-117.89,33.74,32.0,1562.0,365.0,2145.0,347.0,2.9167,0.7398638126494989,<1H OCEAN
1906,-118.09,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,0.626014424042563,<1H OCEAN
1907,-117.26,33.02,9.0,4632.0,759.0,1724.0,685.0,6.3712,1.0758668788058185,NEAR OCEAN
1908,-118.06,33.82,24.0,3983.0,675.0,1568.0,638.0,4.6458,0.7414623999401627,<1H OCEAN
1909,-117.59,33.41,17.0,2248.0,448.0,878.0,423.0,5.1298,1.1536481416671618,NEAR OCEAN
1910,-117.39,33.98,37.0,2337.0,452.0,948.0,437.0,3.145,1.015819943700274,INLAND
1911,-118.54,34.25,26.0,2639.0,378.0,1191.0,401.0,6.2788,0.45966143410790133,<1H OCEAN
1912,-122.23,38.12,49.0,2715.0,435.0,1006.0,429.0,4.2308,-1.408637506002151,NEAR BAY
1913,-118.11,33.89,35.0,1139.0,197.0,772.0,233.0,4.375,0.7399137685023327,<1H OCEAN
1914,-122.32,37.95,37.0,1887.0,353.0,895.0,359.0,4.45,-1.3090255354526865,NEAR BAY
1915,-121.02,37.61,33.0,1469.0,370.0,1318.0,349.0,1.7104,-0.7565637589699707,INLAND
1916,-116.31,33.65,8.0,3079.0,558.0,1572.0,474.0,4.5938,1.3327398740742986,INLAND
1917,-117.24,34.15,23.0,3847.0,608.0,1621.0,630.0,4.6111,1.1050910527132607,INLAND
1918,-122.1,37.66,35.0,686.0,142.0,480.0,149.0,3.875,-1.25777083044579,NEAR BAY
1919,-118.45,34.03,41.0,2083.0,528.0,993.0,481.0,4.0231,0.6044334956186066,<1H OCEAN
1920,-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,-0.8461845589527903,INLAND
1921,-117.98,34.04,29.0,1468.0,310.0,1390.0,276.0,3.75,0.7424115611439948,<1H OCEAN
1922,-120.14,36.04,27.0,2533.0,518.0,1371.0,461.0,2.9708,0.1774108656001379,INLAND
1923,-117.96,33.65,23.0,5379.0,684.0,1826.0,555.0,7.0151,0.7652913417416145,<1H OCEAN
1924,-121.78,37.34,21.0,1959.0,292.0,891.0,300.0,7.375,-1.1600571823039882,<1H OCEAN
1925,-117.81,33.73,17.0,1063.0,189.0,363.0,183.0,2.1719,0.8723467343632307,<1H OCEAN
1926,-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,0.6177717083250793,<1H OCEAN
1927,-117.19,32.77,9.0,634.0,152.0,248.0,133.0,3.8571,1.1920142366430846,NEAR OCEAN
1928,-118.28,34.11,46.0,1156.0,203.0,514.0,213.0,4.2019,0.635056433405378,<1H OCEAN
1929,-122.13,37.66,19.0,862.0,167.0,407.0,183.0,4.3456,-1.2868451367947296,NEAR BAY
1930,-117.36,33.97,32.0,1625.0,335.0,1212.0,327.0,2.7596,1.0256112908555874,INLAND
1931,-118.56,34.22,34.0,1599.0,294.0,819.0,306.0,4.3194,0.5992880427767843,<1H OCEAN
1932,-120.21,36.98,21.0,1667.0,303.0,861.0,276.0,2.6012,-0.22878017378687251,INLAND
1933,-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,0.8289850541039846,NEAR OCEAN
1934,-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672,-0.9228667930518009,INLAND
1935,-118.18,33.77,37.0,2653.0,754.0,1087.0,698.0,2.3523,0.6481948227005181,NEAR OCEAN
1936,-117.11,32.69,36.0,1421.0,367.0,1418.0,355.0,1.9425,1.2194899557013632,NEAR OCEAN
1937,-118.42,34.29,34.0,1489.0,326.0,1389.0,313.0,3.4821,0.6799167892496206,<1H OCEAN
1938,-118.74,34.05,19.0,3487.0,686.0,2782.0,584.0,7.9184,0.5920444441159655,NEAR OCEAN
1939,-122.44,37.8,52.0,3149.0,719.0,1145.0,658.0,4.625,-1.4248731581729523,NEAR BAY
1940,-118.34,34.11,40.0,5485.0,1242.0,2034.0,1133.0,3.6974,0.730621979875351,<1H OCEAN
1941,-121.4,38.62,28.0,3671.0,886.0,1733.0,820.0,2.2292,-0.8875979609515396,INLAND
1942,-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,-1.3278089361179821,NEAR BAY
1943,-116.16,33.68,12.0,1230.0,277.0,1334.0,260.0,2.2679,1.724393760286839,INLAND
1944,-121.88,37.34,40.0,1547.0,625.0,1493.0,543.0,1.2887,-1.1388259448498645,<1H OCEAN
1945,-117.64,33.62,16.0,3970.0,771.0,1202.0,734.0,3.4115,0.8704484119555683,<1H OCEAN
1946,-118.32,34.11,33.0,5135.0,1450.0,2404.0,1292.0,3.2462,0.6135254608342561,<1H OCEAN
1947,-117.91,33.87,29.0,1121.0,,762.0,276.0,2.5,0.724227630712698,<1H OCEAN
1948,-118.05,33.99,42.0,2480.0,401.0,1085.0,438.0,5.193,0.6261642916010627,<1H OCEAN
1949,-118.42,34.25,37.0,1545.0,341.0,1909.0,352.0,3.6791,0.6828142287139475,<1H OCEAN
1950,-120.77,37.01,28.0,1689.0,378.0,1057.0,267.0,3.125,-0.42160976572314973,INLAND
1951,-118.35,34.18,46.0,1840.0,379.0,866.0,360.0,3.3056,0.619869854144077,<1H OCEAN
1952,-118.3,34.11,25.0,1590.0,218.0,568.0,206.0,8.4389,0.6708747798868054,<1H OCEAN
1953,-117.93,33.87,10.0,1277.0,488.0,730.0,417.0,1.4803,0.783075625350246,<1H OCEAN
1954,-117.55,34.25,39.0,1578.0,317.0,872.0,322.0,4.555,0.920953779169966,INLAND
1955,-122.17,37.74,34.0,1223.0,281.0,824.0,280.0,2.2917,-1.316568869230504,NEAR BAY
1956,-117.61,34.09,23.0,1945.0,362.0,1483.0,383.0,4.4205,0.979102391867848,INLAND
1957,-121.17,38.68,37.0,1252.0,267.0,686.0,256.0,3.0,-0.8954909856991895,INLAND
1958,-122.41,37.61,46.0,2975.0,643.0,1479.0,577.0,3.8214,-1.4281702444599458,NEAR OCEAN
1959,-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,0.7012479384094107,<1H OCEAN
1960,-122.7,38.35,16.0,1328.0,187.0,607.0,197.0,5.0366,-1.4893162083278202,<1H OCEAN
1961,-122.06,37.73,5.0,3596.0,467.0,1738.0,512.0,7.0568,-1.277453436462084,NEAR BAY
1962,-121.81,38.45,24.0,1951.0,341.0,1140.0,338.0,3.7061,-1.1290845535473824,INLAND
1963,-117.65,34.14,9.0,3877.0,490.0,1815.0,490.0,8.4839,0.9024201577688374,INLAND
1964,-122.45,37.72,52.0,982.0,197.0,653.0,171.0,4.2167,-1.3455932197266127,NEAR BAY
1965,-121.76,37.0,21.0,1416.0,269.0,779.0,200.0,3.1987,-1.1354289468572047,<1H OCEAN
1966,-122.44,37.66,21.0,5108.0,1510.0,3288.0,1405.0,3.1927,-1.325311143476318,NEAR OCEAN
1967,-117.93,33.83,32.0,1792.0,411.0,1131.0,381.0,2.4942,0.7640924012736169,<1H OCEAN
1968,-118.36,34.19,46.0,1676.0,322.0,846.0,295.0,5.1814,0.6246656160160654,<1H OCEAN
1969,-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,-1.343445118054784,NEAR BAY
1970,-116.99,32.8,34.0,3657.0,538.0,1513.0,562.0,5.2907,0.7226290434220347,<1H OCEAN
1971,-122.02,36.97,39.0,2124.0,661.0,1365.0,606.0,1.6642,-1.2795016264282473,NEAR OCEAN
1972,-117.85,33.78,23.0,3187.0,870.0,1977.0,852.0,3.3939,0.7219296614823688,<1H OCEAN
1973,-122.2,37.96,9.0,6306.0,962.0,2581.0,911.0,6.7741,-1.2986846739162075,NEAR BAY
1974,-122.38,40.56,23.0,2281.0,408.0,1164.0,420.0,3.5347,-1.2370391515199985,INLAND
1975,-117.0,32.85,24.0,1888.0,319.0,950.0,319.0,5.282,1.2188904854673646,<1H OCEAN
1976,-117.1,32.83,16.0,1049.0,154.0,467.0,160.0,6.2047,1.22533479048285,<1H OCEAN
1977,-118.18,33.78,36.0,1697.0,550.0,1379.0,434.0,1.2746,0.678268246106123,NEAR OCEAN
1978,-117.82,33.73,27.0,1270.0,258.0,809.0,264.0,5.0162,0.8196433096241716,<1H OCEAN
1979,-120.46,34.63,48.0,1408.0,301.0,682.0,279.0,2.9271,0.2219714863273811,NEAR OCEAN
1980,-118.73,36.01,14.0,3263.0,651.0,1910.0,594.0,2.8603,0.285215596014253,INLAND
1981,-119.7,36.83,23.0,3532.0,756.0,1885.0,758.0,2.5904,-0.06682329890153371,INLAND
1982,-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,0.6279627023030587,<1H OCEAN
1983,-119.1,36.4,31.0,1533.0,361.0,1518.0,386.0,1.5608,0.11756375390592469,INLAND
1984,-118.22,33.83,44.0,1792.0,404.0,1115.0,358.0,3.9091,0.6605838742031597,<1H OCEAN
1985,-118.98,37.65,18.0,1795.0,416.0,483.0,208.0,4.5375,-0.16059043466951026,INLAND
1986,-123.02,38.81,45.0,1717.0,389.0,916.0,367.0,3.2425,-1.6772501266864408,<1H OCEAN
1987,-122.06,37.38,20.0,4293.0,1272.0,2389.0,1210.0,4.2719,-1.3211148518383284,NEAR BAY
1988,-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,-1.3471918070172768,NEAR BAY
1989,-121.54,39.6,15.0,886.0,204.0,576.0,205.0,2.1467,-1.1827870953431079,INLAND
1990,-121.53,38.48,5.0,27870.0,5027.0,11935.0,4855.0,4.8811,0.31324082945369625,INLAND
1991,-118.26,33.95,38.0,1387.0,346.0,1240.0,355.0,1.6898,0.6617328588183246,<1H OCEAN
1992,-117.73,34.12,26.0,6459.0,894.0,2487.0,885.0,6.2089,0.8941274861985212,INLAND
1993,-122.0,37.36,17.0,6012.0,1737.0,3539.0,1625.0,3.8464,-1.1926283983512562,<1H OCEAN
1994,-115.49,32.67,24.0,1266.0,275.0,1083.0,298.0,1.4828,2.0155864264517502,INLAND
1995,-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,0.6397023277188694,<1H OCEAN
1996,-118.39,33.86,28.0,3619.0,764.0,1735.0,789.0,6.1404,0.6274631437747279,<1H OCEAN
1997,-117.15,34.06,25.0,3670.0,644.0,1815.0,634.0,4.0658,1.187817945005094,INLAND
1998,-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,-1.3049791113731954,NEAR BAY
1999,-118.55,34.2,21.0,2549.0,651.0,1624.0,628.0,3.6905,0.5877981966251403,<1H OCEAN
2000,-118.15,33.93,42.0,1839.0,346.0,1034.0,339.0,4.9808,0.6597346247049959,<1H OCEAN
2001,-121.18,37.99,31.0,2450.0,559.0,1459.0,478.0,2.4674,-0.8116650646450271,INLAND
2002,-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,-1.3462926016662766,NEAR BAY
2003,-116.11,33.64,20.0,1273.0,354.0,1548.0,355.0,2.0871,1.9141760452002887,INLAND
2004,-118.31,34.02,52.0,1832.0,441.0,1186.0,420.0,1.2434,0.6352063009638786,<1H OCEAN
2005,-118.55,33.99,39.0,2603.0,456.0,928.0,410.0,7.9096,0.6967519116544202,NEAR OCEAN
2006,-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,4.1447,-0.8936426191443608,INLAND
2007,-121.09,37.33,40.0,524.0,112.0,329.0,96.0,1.7188,-0.5517947182065526,INLAND
2008,-118.13,34.01,40.0,2412.0,629.0,2119.0,600.0,2.075,0.6692262367433085,<1H OCEAN
2009,-122.26,38.1,30.0,3317.0,1058.0,1794.0,990.0,1.1835,-1.3434451180547842,NEAR BAY
2010,-123.91,41.68,22.0,1880.0,360.0,743.0,314.0,2.9688,-2.1222568637248744,<1H OCEAN
2011,-117.91,33.83,32.0,1855.0,527.0,2568.0,504.0,2.5509,0.7010980708509119,<1H OCEAN
2012,-117.28,32.77,38.0,1267.0,340.0,442.0,250.0,4.3403,1.1937626914922468,NEAR OCEAN
2013,-118.24,33.92,44.0,1079.0,210.0,601.0,182.0,2.2411,0.6525409818970084,<1H OCEAN
2014,-118.75,34.17,16.0,2950.0,387.0,1228.0,379.0,5.3749,0.30834515587603945,NEAR OCEAN
2015,-119.81,36.28,24.0,544.0,112.0,442.0,106.0,3.1071,-0.18501884670496196,INLAND
2016,-121.4,39.33,15.0,2655.0,493.0,1200.0,432.0,3.5179,-0.8042715984257075,INLAND
2017,-118.04,34.07,52.0,177.0,59.0,269.0,75.0,2.3611,0.6232168962839036,<1H OCEAN
2018,-117.71,34.1,52.0,567.0,152.0,2688.0,126.0,1.875,1.0104746674471168,INLAND
2019,-118.18,33.88,42.0,2326.0,503.0,1832.0,501.0,3.1713,0.6796670099854552,<1H OCEAN
2020,-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208,0.6895582688464351,<1H OCEAN
2021,-118.05,34.08,25.0,4909.0,1422.0,4983.0,1293.0,2.7254,0.7186325751953759,<1H OCEAN
2022,-121.36,38.0,17.0,4535.0,762.0,1562.0,743.0,5.3224,-0.8792553335283894,INLAND
2023,-117.8,33.74,33.0,2890.0,453.0,1300.0,452.0,6.5616,0.6697257952716429,<1H OCEAN
2024,-121.31,37.96,52.0,2654.0,468.0,1157.0,494.0,3.226,-0.9625816960542202,INLAND
2025,-117.26,34.53,10.0,3103.0,520.0,1283.0,464.0,3.071,1.0675742072355023,INLAND
2026,-118.31,34.01,48.0,2544.0,532.0,1357.0,498.0,2.5263,0.6346567865827126,<1H OCEAN
2027,-117.69,33.64,18.0,3783.0,654.0,1843.0,623.0,5.7559,0.8606071089474221,<1H OCEAN
2028,-122.12,39.91,16.0,4006.0,797.0,2028.0,752.0,2.3929,-1.32346277692149,INLAND
2029,-118.07,33.98,32.0,3304.0,714.0,2032.0,690.0,3.2093,0.697551205299751,<1H OCEAN
2030,-121.79,37.33,13.0,2978.0,505.0,1794.0,485.0,6.6813,-1.1382764304686988,<1H OCEAN
2031,-118.08,34.14,52.0,1282.0,189.0,431.0,187.0,6.1159,0.7917679437432278,INLAND
2032,-116.97,33.75,22.0,3740.0,965.0,2011.0,824.0,1.3039,1.2375739744269918,INLAND
2033,-121.9,37.45,16.0,2952.0,446.0,1525.0,460.0,5.6063,-1.1301835823097144,<1H OCEAN
2034,-120.46,37.31,35.0,2042.0,378.0,953.0,356.0,2.7344,-0.4039253938201842,INLAND
2035,-122.41,40.53,28.0,1127.0,245.0,538.0,208.0,2.037,-1.4841707554859989,INLAND
2036,-118.42,34.28,29.0,1271.0,272.0,1338.0,266.0,4.125,0.6650799009581505,<1H OCEAN
2037,-122.1,40.05,26.0,633.0,129.0,305.0,140.0,2.1827,-1.2612677401441146,INLAND
2038,-118.06,33.98,38.0,1862.0,319.0,975.0,305.0,4.7266,0.7336193310453456,<1H OCEAN
2039,-121.03,39.14,10.0,3138.0,524.0,1275.0,511.0,4.0775,-0.8217561469173404,INLAND
2040,-119.71,36.79,34.0,1891.0,323.0,966.0,355.0,3.6681,-0.0761150875285166,INLAND
2041,-117.69,34.0,28.0,707.0,154.0,561.0,129.0,2.5781,0.9953879998914819,INLAND
2042,-122.01,37.59,2.0,838.0,295.0,240.0,149.0,2.875,-1.3326546538428061,NEAR BAY
2043,-115.88,32.93,15.0,208.0,49.0,51.0,20.0,4.0208,1.8172117348509857,INLAND
2044,-121.74,39.15,20.0,2302.0,412.0,1205.0,399.0,2.8,-1.060894814430022,INLAND
2045,-117.3,34.13,52.0,1859.0,395.0,968.0,333.0,1.2034,1.1641888266149742,INLAND
2046,-117.95,33.85,13.0,6963.0,1426.0,3892.0,1375.0,4.1325,0.8017591143098745,<1H OCEAN
2047,-122.35,37.93,39.0,2002.0,416.0,1166.0,395.0,1.7257,-1.3504389374514358,NEAR BAY
2048,-120.72,37.38,22.0,1311.0,319.0,1455.0,340.0,2.2813,-0.4359970513391207,INLAND
2049,-121.09,37.56,32.0,1717.0,325.0,1356.0,307.0,2.6705,-0.76305801983829,INLAND
2050,-120.33,37.97,17.0,2530.0,526.0,1024.0,496.0,2.0057,-0.48750153561018345,INLAND
2051,-117.34,33.94,13.0,7910.0,,3382.0,1176.0,5.5563,0.9766545550790187,INLAND
2052,-119.91,34.4,24.0,2001.0,365.0,1170.0,330.0,6.0992,-0.05713186345188674,NEAR OCEAN
2053,-121.59,39.1,24.0,1107.0,261.0,768.0,205.0,1.7167,-1.055549538176867,INLAND
2054,-119.83,36.79,35.0,1872.0,363.0,1054.0,369.0,3.3272,-0.09964429421296864,INLAND
2055,-116.92,32.81,23.0,2668.0,528.0,1510.0,524.0,3.3669,1.067873942352501,<1H OCEAN
2056,-121.93,37.27,35.0,1855.0,345.0,985.0,329.0,6.0196,-1.1916792371474252,<1H OCEAN
2057,-118.46,34.07,49.0,2418.0,301.0,850.0,318.0,14.2867,0.5928437377612973,<1H OCEAN
2058,-120.98,37.64,45.0,1913.0,335.0,839.0,333.0,3.1397,-0.9007363502466805,INLAND
2059,-121.76,37.7,9.0,3980.0,736.0,1705.0,679.0,5.7068,-1.0442595154365546,INLAND
2060,-122.06,37.67,22.0,3882.0,816.0,1830.0,743.0,4.2733,-1.3053787581958587,NEAR BAY
2061,-122.77,38.33,32.0,2054.0,324.0,843.0,306.0,4.5875,-1.3708209254073949,<1H OCEAN
2062,-117.21,34.12,32.0,1677.0,354.0,1021.0,339.0,3.6853,1.0523376721213666,INLAND
2063,-117.66,34.14,8.0,1692.0,253.0,857.0,251.0,6.9418,1.0085763450394554,INLAND
2064,-120.89,37.21,25.0,3301.0,678.0,994.0,306.0,3.2262,-0.513078932260797,INLAND
2065,-120.4,34.85,26.0,2384.0,385.0,1323.0,400.0,4.8185,-0.16099008149217822,<1H OCEAN
2066,-118.33,33.89,42.0,1816.0,338.0,897.0,306.0,5.1874,0.6505427477836807,<1H OCEAN
2067,-121.89,37.28,32.0,4308.0,717.0,2002.0,695.0,4.1645,-1.188182327449097,<1H OCEAN
2068,-118.35,33.89,29.0,2940.0,708.0,2175.0,684.0,3.6486,0.7331697283698457,<1H OCEAN
2069,-122.66,38.81,22.0,852.0,176.0,461.0,142.0,3.4375,-1.433115873890433,INLAND
2070,-117.76,33.53,24.0,2105.0,346.0,712.0,332.0,10.6349,0.8572600668075948,<1H OCEAN
2071,-117.9,33.74,25.0,808.0,163.0,1066.0,189.0,4.7679,0.7610950501036231,<1H OCEAN
2072,-118.3,33.88,35.0,3227.0,749.0,1881.0,696.0,2.8445,0.69815067553375,<1H OCEAN
2073,-118.87,35.65,33.0,1504.0,325.0,584.0,223.0,3.4792,0.286964050863416,INLAND
2074,-119.28,36.35,7.0,3598.0,701.0,2080.0,678.0,3.1111,-0.03125473168427286,INLAND
2075,-117.31,32.98,17.0,2789.0,648.0,849.0,345.0,4.1012,1.149252026617837,NEAR OCEAN
2076,-119.83,34.45,24.0,2168.0,373.0,934.0,366.0,5.4197,-0.12512177915791653,NEAR OCEAN
2077,-121.26,37.98,41.0,1633.0,433.0,885.0,413.0,0.9782,-0.8558759944024372,INLAND
2078,-122.3,38.3,44.0,3690.0,809.0,1922.0,736.0,2.6346,-1.3561838605272578,NEAR BAY
2079,-118.34,33.88,31.0,3122.0,727.0,1885.0,715.0,3.8657,0.723528248773032,<1H OCEAN
2080,-117.13,32.8,35.0,2129.0,382.0,1044.0,350.0,3.9732,1.2220876600486918,NEAR OCEAN
2081,-117.5,33.92,31.0,2529.0,513.0,1504.0,426.0,2.9821,1.030357096874745,INLAND
